discordants,split_reads,circle_score,mean_cov,cov_incr_start,cov_incr_end,con_continuity,len_coords,target
0.0,1.0,8.0,1.75,0.53,1.0,0.06,65.0,0.0
128.0,0.0,0.0,2786.44,0.99,0.99,0.0,199.0,0.0
4.0,0.0,0.0,1.09,0.47,1.0,0.34,150.0,0.0
6.0,0.0,0.0,20.49,0.94,0.98,0.0,98.0,0.0
0.0,1.0,43.0,0.95,0.17,0.43,0.74,425.0,0.0
19.0,0.0,0.0,758.93,0.99,0.99,0.0,91.0,0.0
4.0,0.0,0.0,0.72,0.49,1.0,0.55,464.0,0.0
4.0,0.0,0.0,12.27,0.64,0.95,0.0,105.0,0.0
8.0,0.0,0.0,197.37,0.92,0.72,0.0,193.0,0.0
0.0,1.0,24.0,1.31,0.11,0.05,0.87,413.0,0.0
8.0,0.0,0.0,15.51,0.77,0.95,0.0,150.0,0.0
3.0,0.0,0.0,45.14,0.9,0.99,0.0,125.0,0.0
0.0,1.0,16.0,2.06,0.23,0.42,0.23,43778382.0,0.0
18.0,0.0,0.0,369.56,0.99,0.99,0.0,165.0,0.0
0.0,1.0,30.0,16.21,0.62,0.68,0.0,62.0,0.0
0.0,1.0,35.0,2.44,0.59,0.94,0.0,77.0,0.0
4.0,0.0,0.0,1.31,0.49,0.99,0.04,55.0,0.0
4.0,0.0,0.0,1.94,0.7,0.34,0.18,51140975.0,0.0
0.0,1.0,30.0,0.58,0.07,0.51,0.64,288.0,0.0
1.0,1.0,32.0,10.22,0.75,0.9,0.15,227.0,0.0
0.0,1.0,21.0,10.19,0.42,0.66,0.0,88.0,0.0
4.0,0.0,0.0,11.55,0.93,0.93,0.0,55.0,0.0
0.0,1.0,19.0,0.91,0.55,0.24,0.53,117244843.0,0.0
0.0,1.0,30.0,6.25,0.57,0.6,0.0,71.0,0.0
0.0,2.0,58.0,3.15,0.56,0.71,0.0,458.0,0.0
4.0,0.0,0.0,1.11,0.68,1.0,0.61,385.0,0.0
3.0,0.0,0.0,20.65,0.52,0.9,0.0,65.0,0.0
51.0,0.0,0.0,426.26,0.6,0.91,0.0,242.0,0.0
0.0,1.0,35.0,2.41,0.41,0.99,0.0,88.0,0.0
0.0,1.0,35.0,4.16,0.54,0.47,0.0,97.0,0.0
3.0,0.0,0.0,21.77,0.62,0.97,0.0,101.0,0.0
0.0,2.0,66.0,6.24,0.57,0.76,0.0,59.0,0.0
3.0,0.0,0.0,38.34,0.28,0.29,0.0,38.0,0.0
4.0,0.0,0.0,1.38,0.42,0.94,0.11,454.0,0.0
0.0,1.0,11.98,1.12,0.48,0.4,0.43,94736506.0,0.0
4.0,0.0,0.0,5.46,0.32,0.85,0.0,149.0,0.0
4.0,0.0,0.0,10.34,0.74,0.86,0.0,112.0,0.0
0.0,1.0,40.0,2.86,0.77,0.97,0.0,92.0,0.0
3.0,0.0,0.0,3.65,0.67,1.0,0.0,201.0,0.0
4.0,0.0,0.0,1.12,0.75,1.0,0.16,100.0,0.0
4.0,0.0,0.0,1.79,0.47,0.96,0.22,20819.0,0.0
0.0,1.0,23.0,3.0,0.43,0.44,0.0,40.0,0.0
66.0,0.0,0.0,2477.29,0.86,0.91,0.0,195.0,0.0
30.0,0.0,0.0,377.77,0.39,0.91,0.0,93.0,0.0
0.0,1.0,20.0,5.51,0.84,0.84,0.0,35.0,0.0
0.0,1.0,8.99,3.26,0.41,0.64,0.0,72.0,0.0
4.0,0.0,0.0,0.91,0.35,1.0,0.48,143.0,0.0
0.0,1.0,30.0,1.95,0.97,0.97,0.0,59.0,0.0
4.0,0.0,0.0,7.42,0.5,0.74,0.0,252.0,0.0
3.0,0.0,0.0,5.06,0.46,0.88,0.0,117.0,0.0
0.0,1.0,49.0,6.33,0.41,0.88,0.0,83.0,0.0
12.0,0.0,0.0,43.57,0.44,0.37,0.0,218.0,0.0
4.0,0.0,0.0,0.35,0.7,0.86,0.74,400.0,0.0
0.0,1.0,18.0,2.02,0.31,0.89,0.22,602.0,0.0
10.0,0.0,0.0,421.41,0.82,0.63,0.0,182.0,0.0
1.0,1.0,18.0,0.49,0.68,0.79,0.63,9085.0,0.0
0.0,1.0,40.0,12.8,0.75,0.88,0.0,79.0,0.0
4.0,0.0,0.0,0.52,0.38,1.0,0.73,352.0,0.0
3.0,0.0,0.0,2.19,0.31,0.76,0.13,797.0,0.0
0.0,1.0,26.99,0.89,0.59,1.0,0.49,78618220.0,0.0
14.0,0.0,0.0,114.06,0.94,0.97,0.0,97.0,0.0
4.0,0.0,0.0,0.61,0.28,1.0,0.53,243.0,0.0
0.0,1.0,8.0,1.71,0.74,1.0,0.09,69.0,0.0
0.0,1.0,33.0,3.85,0.3,0.36,0.0,66.0,0.0
0.0,1.0,22.0,0.8,0.45,0.8,0.75,404.0,0.0
6.0,0.0,0.0,117.08,0.82,0.98,0.0,160.0,0.0
0.0,1.0,9.0,3.55,0.58,0.8,0.0,69.0,0.0
0.0,1.0,30.0,2.0,0.34,0.62,0.0,62.0,0.0
0.0,1.0,22.0,7.67,0.59,0.76,0.0,97.0,0.0
32.0,0.0,0.0,939.44,0.85,0.87,0.0,260.0,0.0
4.0,0.0,0.0,1.75,0.4,0.76,0.07,106.0,0.0
0.0,1.0,8.0,10.72,0.46,0.58,0.0,43.0,0.0
4.0,0.0,0.0,2.39,0.71,0.98,0.0,101.0,0.0
9.0,0.0,0.0,228.5,0.9,0.97,0.0,114.0,0.0
0.0,1.0,37.0,6.8,0.72,0.56,0.0,56.0,0.0
3.0,0.0,0.0,1.19,0.54,1.0,0.35,14161056.0,0.0
0.0,2.0,56.0,30.97,0.21,0.25,0.0,68.0,0.0
4.0,0.0,0.0,3.42,0.87,0.67,0.0,436.0,0.0
4.0,0.0,0.0,7.38,0.69,0.38,0.0,110.0,0.0
4.0,0.0,0.0,9.74,0.65,0.89,0.04,2769.0,0.0
1.0,1.0,8.0,1.35,0.46,0.18,0.27,504.0,0.0
0.0,1.0,8.97,1.03,0.53,1.0,0.46,45089987.0,0.0
4.0,0.0,0.0,2.37,0.29,0.49,0.0,43.0,0.0
5.0,0.0,0.0,199.15,0.82,0.95,0.0,60.0,0.0
0.0,1.0,30.0,5.21,0.47,0.32,0.0,76.0,0.0
20.0,0.0,0.0,157.69,0.88,0.85,0.0,1071.0,0.0
0.0,1.0,44.0,4.02,0.99,0.99,0.0,81.0,0.0
0.0,2.0,17.87,16.6,0.41,0.35,0.0,167.0,0.0
5.0,0.0,0.0,104.17,0.81,0.95,0.0,162.0,0.0
3.0,0.0,0.0,19.07,0.2,0.91,0.0,191.0,0.0
0.0,1.0,39.84,4.38,0.37,0.67,0.0,95.0,0.0
12.0,0.0,0.0,37.06,0.65,0.96,0.0,443.0,0.0
4.0,0.0,0.0,32.72,0.98,0.89,0.0,130.0,0.0
0.0,1.0,40.0,2.59,0.79,0.81,0.0,127.0,0.0
0.0,1.0,25.0,4.51,0.55,0.98,0.0,86.0,0.0
4.0,0.0,0.0,0.31,0.97,1.0,0.69,356.0,0.0
0.0,1.0,48.0,5.23,0.8,0.78,0.14,120.0,0.0
0.0,1.0,42.0,2.54,0.62,0.98,0.0,115.0,0.0
0.0,1.0,24.0,1.23,1.0,1.0,0.4,41276529.0,0.0
4.0,0.0,0.0,1.34,0.34,1.0,0.1,228.0,0.0
4.0,0.0,0.0,2.53,0.17,0.56,0.04,72.0,0.0
4.0,0.0,0.0,71.85,0.92,0.95,0.0,114.0,0.0
4.0,0.0,0.0,55.21,0.9,0.92,0.0,122.0,0.0
0.0,2.0,17.93,9.05,0.2,0.47,0.01,559.0,0.0
6.0,0.0,0.0,78.27,0.73,0.77,0.0,244.0,0.0
0.0,1.0,44.99,6.99,0.85,0.41,0.0,75.0,0.0
0.0,1.0,21.0,41.4,0.49,0.74,0.03,5308.0,0.0
2.0,1.0,28.0,4.51,0.99,0.54,0.05,235.0,0.0
3.0,0.0,0.0,1.95,0.61,0.73,0.14,1656.0,0.0
4.0,0.0,0.0,2.45,0.78,0.43,0.0,141.0,0.0
0.0,1.0,8.0,7.62,0.0,0.86,0.56,190.0,0.0
0.0,1.0,30.0,5.15,0.5,0.46,0.0,65.0,0.0
0.0,1.0,23.0,1.64,0.53,0.86,0.02,129.0,0.0
4.0,0.0,0.0,4.19,0.39,0.93,0.37,612925.0,0.0
4.0,0.0,0.0,41.18,0.11,0.34,0.01,8463.0,0.0
0.0,1.0,48.0,1.79,0.48,0.97,0.0,98.0,0.0
0.0,1.0,7.98,29.91,0.23,1.0,0.05,257.0,0.0
4.0,0.0,0.0,14.07,0.54,0.86,0.0,74.0,0.0
14.0,0.0,0.0,43.42,0.73,0.93,0.0,408.0,0.0
22.0,0.0,0.0,87.5,0.4,0.65,0.0,68.0,0.0
34.0,0.0,0.0,1855.65,0.98,0.99,0.0,171.0,0.0
4.0,0.0,0.0,4.94,0.65,0.65,0.0,83.0,0.0
0.0,1.0,27.0,1.74,0.59,0.53,0.13,94.0,0.0
0.0,1.0,34.0,2.61,0.47,0.68,0.0,76.0,0.0
0.0,1.0,36.0,1.78,0.47,0.66,0.0,117.0,0.0
0.0,1.0,47.0,2.78,0.56,0.97,0.0,170.0,0.0
6.0,0.0,0.0,14.21,0.55,0.67,0.0,202.0,0.0
4.0,0.0,0.0,4.28,1.0,0.95,0.0,156.0,0.0
3.0,0.0,0.0,9.22,0.71,0.87,0.0,40.0,0.0
0.0,1.0,37.0,2.51,0.63,0.99,0.0,71.0,0.0
24.0,0.0,0.0,73.76,0.81,0.94,0.0,202.0,0.0
0.0,1.0,19.0,11.85,0.32,0.24,0.0,53.0,0.0
3.0,0.0,0.0,14.54,0.02,0.02,0.0,56.0,0.0
8.0,0.0,0.0,9.51,0.43,1.0,0.0,108.0,0.0
4.0,0.0,0.0,0.22,0.33,1.0,0.81,375.0,0.0
0.0,1.0,26.0,2.23,0.5,0.74,0.08,167.0,0.0
4.0,0.0,0.0,0.27,0.65,1.0,0.74,405.0,0.0
0.0,1.0,24.0,3.3,0.64,0.87,0.12,186.0,0.0
4.0,0.0,0.0,64.54,0.52,0.79,0.0,61.0,0.0
6.0,0.0,0.0,13.09,0.61,0.63,0.0,289.0,0.0
67.0,0.0,0.0,396.92,0.98,0.97,0.0,191.0,0.0
39.0,0.0,0.0,983.17,0.99,0.99,0.0,206.0,0.0
1.0,2.0,96.0,2.89,0.3,0.8,0.24,229.0,0.0
4.0,0.0,0.0,1.17,0.42,0.13,0.38,78114459.0,0.0
0.0,1.0,46.0,2.02,0.76,1.0,0.0,130.0,0.0
8.0,0.0,0.0,157.36,0.86,1.0,0.0,253.0,0.0
0.0,1.0,9.0,2.86,0.3,0.85,0.14,697.0,0.0
0.0,1.0,66.0,2.1,0.38,0.98,0.0,48.0,0.0
4.0,0.0,0.0,1.74,0.9,0.43,0.27,308.0,0.0
4.0,0.0,0.0,13.54,0.67,0.6,0.0,142.0,0.0
0.0,1.0,7.99,2.76,0.2,0.19,0.09,54.0,0.0
5.0,0.0,0.0,204.23,0.78,0.98,0.0,176.0,0.0
0.0,1.0,31.0,3.55,0.46,0.99,0.0,107.0,0.0
3.0,0.0,0.0,0.49,0.53,1.0,0.68,4136.0,0.0
0.0,1.0,48.0,6.93,0.62,0.73,0.0,54.0,0.0
6.0,0.0,0.0,163.02,0.34,1.0,0.0,111.0,0.0
0.0,1.0,13.0,0.85,1.0,0.44,0.46,6070082.0,0.0
4.0,0.0,0.0,1.5,0.51,0.52,0.22,484.0,0.0
0.0,4.0,60.0,1.88,0.58,0.92,0.05,241.0,0.0
0.0,1.0,34.0,2.41,0.31,0.39,0.0,78.0,0.0
0.0,1.0,9.0,1.65,0.64,0.4,0.24,110639990.0,0.0
5.0,0.0,0.0,14.15,0.89,0.98,0.0,192.0,0.0
0.0,1.0,35.0,1.03,0.42,0.98,0.46,423.0,0.0
0.0,1.0,8.0,1.6,0.78,0.88,0.33,368.0,0.0
12.0,0.0,0.0,405.0,0.89,0.57,0.0,146.0,0.0
3.0,0.0,0.0,38.34,0.21,0.21,0.0,38.0,0.0
4.0,0.0,0.0,1.08,0.99,1.0,0.22,140.0,0.0
3.0,0.0,0.0,5.1,0.51,0.99,0.09,93.0,0.0
6.0,0.0,0.0,25.93,0.38,0.31,0.0,202.0,0.0
0.0,1.0,26.0,0.94,0.56,0.45,0.45,8737283.0,0.0
4.0,0.0,0.0,6.04,0.34,0.58,0.0,51.0,0.0
6.0,0.0,0.0,10.2,0.99,1.0,0.02,109.0,0.0
9.0,0.0,0.0,54.82,0.8,0.97,0.0,68.0,0.0
70.0,0.0,0.0,1013.12,0.87,0.83,0.0,262.0,0.0
22.0,0.0,0.0,225.66,0.88,0.12,0.0,232.0,0.0
4.0,0.0,0.0,2.05,0.56,1.0,0.38,169.0,0.0
3.0,0.0,0.0,16.75,0.47,0.66,0.0,53.0,0.0
0.0,1.0,8.0,3.27,0.4,0.62,0.02,462.0,0.0
0.0,1.0,34.0,1.41,0.99,0.51,0.24,144.0,0.0
4.0,0.0,0.0,2.41,0.19,0.87,0.0,109.0,0.0
0.0,1.0,20.0,9.65,0.07,0.03,0.0,20.0,0.0
0.0,1.0,42.0,29.78,0.27,0.45,0.0,49.0,0.0
4.0,0.0,0.0,2.37,0.92,0.71,0.14,230.0,0.0
0.0,1.0,7.99,5.19,0.7,0.9,0.0,149.0,0.0
0.0,1.0,8.99,2.99,0.25,0.46,0.0,75.0,0.0
0.0,2.0,16.98,41.67,0.75,0.85,0.0,43.0,0.0
4.0,0.0,0.0,2.76,0.29,0.98,0.0,143.0,0.0
0.0,1.0,26.0,20.03,0.54,0.11,0.0,121.0,0.0
3.0,0.0,0.0,5.89,0.6,0.44,0.0,100.0,0.0
4.0,0.0,0.0,2.07,0.51,0.78,0.0,85.0,0.0
0.0,1.0,52.0,1.81,0.55,0.37,0.24,2678901.0,0.0
0.0,1.0,8.0,1.0,0.49,0.38,0.52,507.0,0.0
4.0,0.0,0.0,3.67,0.31,1.0,0.0,115.0,0.0
8.0,0.0,0.0,89.04,0.37,0.69,0.0,69.0,0.0
0.0,1.0,38.0,2.89,0.4,0.51,0.29,132.0,0.0
4.0,0.0,0.0,68.19,0.91,0.94,0.0,166.0,0.0
0.0,1.0,8.0,0.32,0.0,0.92,0.85,400.0,0.0
4.0,0.0,0.0,1.42,0.43,1.0,0.13,207.0,0.0
4.0,0.0,0.0,1.76,0.39,0.79,0.15,115.0,0.0
1.0,2.0,71.0,3.83,0.78,0.49,0.0,149.0,0.0
0.0,1.0,27.0,2.71,0.34,0.92,0.0,56.0,0.0
0.0,1.0,20.0,27.88,0.39,0.91,0.0,128.0,0.0
4.0,0.0,0.0,35.75,0.59,0.93,0.05,6639.0,0.0
0.0,1.0,40.0,2.9,0.77,0.61,0.0,71.0,0.0
0.0,1.0,51.0,4.56,0.7,0.35,0.05,482.0,0.0
18.0,0.0,0.0,77.98,0.43,0.42,0.0,221640.0,0.0
0.0,1.0,8.0,25.12,0.78,0.83,0.0,76.0,0.0
3.0,0.0,0.0,20.81,0.36,0.41,0.0,37.0,0.0
4.0,0.0,0.0,0.19,0.97,1.0,0.84,3405548.0,0.0
4.0,0.0,0.0,25.84,0.18,0.91,0.0,8676.0,0.0
0.0,1.0,13.0,9.99,0.53,0.99,0.0,177.0,0.0
4.0,0.0,0.0,1.99,0.29,0.89,0.0,159.0,0.0
0.0,1.0,25.0,4.14,0.75,0.45,0.17,121.0,0.0
4.0,0.0,0.0,3.79,0.28,0.47,0.0,63.0,0.0
4.0,0.0,0.0,2.17,0.68,0.83,0.0,87.0,0.0
0.0,1.0,33.0,6.71,0.48,0.65,0.0,76.0,0.0
0.0,1.0,14.99,18.29,0.5,0.81,0.0,2957.0,0.0
0.0,1.0,38.0,7.38,0.42,0.68,0.0,73.0,0.0
0.0,1.0,43.0,4.24,0.39,0.68,0.0,101.0,0.0
0.0,1.0,21.0,9.78,0.59,0.84,0.0,41.0,0.0
0.0,1.0,31.0,1.66,0.24,0.83,0.15,85.0,0.0
0.0,1.0,72.0,2.19,0.4,0.99,0.0,83.0,0.0
22.0,10.0,169.98,15.82,0.85,1.0,0.0,1194468.0,1.0
3.0,0.0,0.0,4.72,0.33,0.81,0.0,57.0,0.0
5.0,0.0,0.0,459.57,0.95,0.99,0.0,138.0,0.0
4.0,0.0,0.0,1.07,0.67,0.99,0.01,69.0,0.0
0.0,1.0,9.0,1.93,0.62,0.64,0.04,95.0,0.0
0.0,1.0,45.0,1.55,0.45,0.27,0.42,176.0,0.0
0.0,1.0,37.0,5.31,0.67,0.74,0.0,71.0,0.0
12.0,0.0,0.0,103.79,0.58,0.56,0.0,154.0,0.0
10.0,0.0,0.0,770.56,0.99,0.99,0.0,115.0,0.0
40.0,10.0,93.92,6.79,0.9,1.0,0.39,1996956.0,1.0
6.0,0.0,0.0,15.75,0.86,1.0,0.0,165.0,0.0
4.0,0.0,0.0,0.51,0.99,1.0,0.49,220.0,0.0
0.0,1.0,46.0,1.96,0.6,0.98,0.0,90.0,0.0
0.0,1.0,9.0,2.69,0.42,0.47,0.0,39.0,0.0
138.0,0.0,0.0,88.14,0.34,0.32,0.0,16535.0,0.0
0.0,2.0,18.0,8.16,0.43,0.63,0.0,111.0,0.0
3.0,0.0,0.0,25.65,0.42,0.78,0.0,65.0,0.0
0.0,1.0,43.0,2.18,0.52,0.6,0.04,311.0,0.0
4.0,0.0,0.0,2.98,0.22,0.88,0.0,93.0,0.0
16.0,0.0,0.0,268.97,0.93,0.98,0.0,149.0,0.0
0.0,1.0,39.0,5.15,0.82,0.88,0.0,137.0,0.0
4.0,0.0,0.0,1.08,0.57,0.76,0.44,382.0,0.0
4.0,0.0,0.0,1.62,0.36,0.47,0.2,273.0,0.0
0.0,1.0,46.0,3.96,1.0,0.9,0.0,190.0,0.0
4.0,0.0,0.0,3.59,0.61,0.61,0.0,61.0,0.0
0.0,2.0,15.97,45.46,0.76,0.83,0.0,4479.0,0.0
1.0,1.0,38.0,1.9,0.48,0.68,0.43,296.0,0.0
4.0,0.0,0.0,8.12,1.0,0.6,0.0,192.0,0.0
108.0,0.0,0.0,0.88,0.29,0.4,0.8,11816497.0,0.0
0.0,1.0,16.92,2.5,0.6,0.9,0.15,122.0,0.0
0.0,1.0,25.0,3.1,0.57,0.25,0.0,63.0,0.0
0.0,1.0,16.99,1.88,0.39,0.74,0.0,51.0,0.0
0.0,1.0,26.0,1.17,0.66,1.0,0.43,83547252.0,0.0
0.0,1.0,8.0,2.36,0.47,0.19,0.0,215.0,0.0
0.0,1.0,44.0,4.04,0.56,0.81,0.0,134.0,0.0
7.0,0.0,0.0,178.23,0.74,0.88,0.0,173.0,0.0
0.0,1.0,27.0,1.29,0.0,0.21,0.38,121176688.0,0.0
0.0,1.0,7.99,1.67,0.14,0.35,0.1,30.0,0.0
4.0,0.0,0.0,8.45,0.22,0.36,0.0,51.0,0.0
4.0,0.0,0.0,1.39,0.29,0.77,0.0,137.0,0.0
0.0,1.0,7.95,10.29,0.55,0.89,0.0,84.0,0.0
0.0,1.0,36.0,4.39,0.4,0.68,0.0,165.0,0.0
4.0,0.0,0.0,2.92,1.0,0.97,0.0,122.0,0.0
0.0,1.0,24.99,1.0,0.2,1.0,0.44,52576382.0,0.0
0.0,1.0,54.0,2.52,0.39,0.74,0.14,74405650.0,0.0
0.0,1.0,7.95,2.77,0.43,0.49,0.09,106.0,0.0
15.0,18.0,264.0,71.23,0.42,0.42,0.0,8472.0,1.0
5.0,0.0,0.0,3.87,0.78,0.81,0.4,1614447.0,0.0
0.0,1.0,15.9,0.23,1.0,1.0,0.77,567.0,0.0
0.0,1.0,12.98,2.09,0.84,0.7,0.01,94.0,0.0
0.0,1.0,44.0,2.71,0.87,0.87,0.0,82.0,0.0
0.0,2.0,98.0,8.29,0.87,0.95,0.0,79.0,0.0
4.0,0.0,0.0,0.09,0.98,0.75,0.93,36600.0,0.0
0.0,1.0,25.0,1.6,0.26,0.9,0.71,356.0,0.0
0.0,1.0,20.0,9.68,0.2,0.29,0.0,28.0,0.0
0.0,1.0,33.0,1.8,0.54,1.0,0.0,174.0,0.0
4.0,0.0,0.0,0.79,0.81,0.68,0.51,453.0,0.0
4.0,0.0,0.0,4.52,0.99,0.63,0.0,161.0,0.0
0.0,1.0,41.0,1.18,0.3,0.57,0.62,255.0,0.0
4.0,0.0,0.0,3.4,0.67,0.9,0.0,75.0,0.0
18.0,0.0,0.0,113.27,0.36,0.49,0.37,13057.0,0.0
4.0,0.0,0.0,1.65,0.41,1.0,0.0,122.0,0.0
114.0,0.0,0.0,0.68,0.25,0.8,0.86,11816603.0,0.0
4.0,0.0,0.0,5.04,0.4,0.66,0.0,54.0,0.0
46.0,0.0,0.0,260.74,0.82,0.64,0.0,325.0,0.0
4.0,0.0,0.0,2.16,0.35,0.79,0.0,203.0,0.0
4.0,0.0,0.0,0.69,0.98,1.0,0.32,289.0,0.0
0.0,1.0,8.99,2.0,0.13,0.16,0.0,18.0,0.0
0.0,1.0,24.0,1.06,0.33,0.37,0.46,148961276.0,0.0
8.0,0.0,0.0,12.33,0.62,0.87,0.0,153.0,0.0
6.0,0.0,0.0,6.0,0.92,0.88,0.0,112.0,0.0
0.0,1.0,37.0,2.43,0.54,0.99,0.0,121.0,0.0
3.0,0.0,0.0,3.87,0.62,0.81,0.0,68.0,0.0
4.0,0.0,0.0,1.23,0.99,0.46,0.35,154.0,0.0
0.0,1.0,31.94,4.55,0.61,0.61,0.0,84.0,0.0
0.0,1.0,22.95,1.39,0.38,1.0,0.13,195.0,0.0
0.0,1.0,9.0,1.94,0.38,0.61,0.03,32.0,0.0
0.0,1.0,28.0,4.9,0.27,0.56,0.0,68.0,0.0
0.0,1.0,24.0,3.22,0.56,0.84,0.0,87.0,0.0
4.0,0.0,0.0,3.19,0.48,0.53,0.0,32.0,0.0
0.0,1.0,22.0,1.25,1.0,0.44,0.39,94694834.0,0.0
0.0,1.0,34.98,4.66,0.3,0.29,0.0,73.0,0.0
12.0,0.0,0.0,2.51,0.4,1.0,0.01,282.0,0.0
0.0,1.0,34.0,1.19,0.4,0.47,0.73,369.0,0.0
0.0,2.0,19.0,7.21,0.39,0.55,0.0,29.0,0.0
9.0,0.0,0.0,888.34,0.69,0.99,0.0,134.0,0.0
4.0,0.0,0.0,2.77,0.11,0.83,0.0,101.0,0.0
3.0,0.0,0.0,18.51,0.73,1.0,0.0,106.0,0.0
0.0,2.0,47.79,2.59,0.41,1.0,0.0,240.0,0.0
0.0,1.0,53.0,5.08,0.47,0.73,0.0,77.0,0.0
53.0,0.0,0.0,1306.53,0.87,0.85,0.0,228.0,0.0
0.0,1.0,32.0,4.95,0.88,0.49,0.0,111.0,0.0
8.0,0.0,0.0,36.02,0.62,1.0,0.0,104.0,0.0
0.0,1.0,23.0,3.44,0.58,0.93,0.0,170.0,0.0
0.0,1.0,28.0,1.03,1.0,1.0,0.46,29350108.0,0.0
3.0,0.0,0.0,3.88,0.75,0.81,0.03,59.0,0.0
0.0,1.0,52.0,2.24,0.41,0.64,0.47,166.0,0.0
0.0,1.0,8.95,1.42,0.33,0.85,0.26,2422899.0,0.0
0.0,1.0,40.0,6.91,0.67,0.92,0.0,54.0,0.0
8.0,0.0,0.0,126.75,0.7,0.78,0.0,83.0,0.0
5.0,0.0,0.0,46.27,0.87,0.87,0.0,77.0,0.0
3.0,0.0,0.0,10.55,0.61,0.93,0.0,119.0,0.0
8.0,0.0,0.0,2.63,0.8,1.0,0.11,677.0,0.0
4.0,0.0,0.0,12.32,0.73,1.0,0.14,134.0,0.0
0.0,1.0,64.0,3.08,0.24,0.75,0.0,62.0,0.0
0.0,1.0,45.0,6.53,0.88,0.88,0.0,60.0,0.0
4.0,0.0,0.0,7.88,0.32,1.0,0.0,102.0,0.0
4.0,0.0,0.0,105.0,0.9,0.96,0.0,54.0,0.0
26.0,0.0,0.0,85.63,0.84,0.96,0.0,63.0,0.0
0.0,1.0,28.0,3.35,0.52,0.93,0.0,89.0,0.0
0.0,1.0,19.0,1.58,0.97,0.53,0.7,380.0,0.0
0.0,1.0,20.94,1.79,0.61,0.35,0.26,760.0,0.0
0.0,1.0,8.0,2.55,0.35,0.82,0.06,64.0,0.0
21.0,0.0,0.0,69.84,0.88,0.97,0.0,63.0,0.0
0.0,1.0,26.0,3.85,0.41,0.71,0.0,105.0,0.0
3.0,0.0,0.0,5.2,0.63,0.58,0.0,203.0,0.0
18.0,0.0,0.0,81.33,0.47,0.88,0.0,171.0,0.0
3.0,0.0,0.0,11.14,0.51,0.72,0.0,65.0,0.0
0.0,1.0,38.0,2.82,0.42,0.58,0.0,168.0,0.0
0.0,2.0,64.0,1.71,0.51,0.72,0.27,409.0,0.0
8.0,0.0,0.0,24.1,0.02,0.03,0.0,69.0,0.0
6.0,0.0,0.0,15.89,0.95,0.24,0.04,3708.0,0.0
0.0,1.0,24.0,2.24,0.38,0.62,0.14,389.0,0.0
0.0,1.0,33.0,4.55,0.64,0.8,0.0,66.0,0.0
3.0,0.0,0.0,5.85,0.96,0.99,0.01,99.0,0.0
0.0,1.0,28.0,3.58,0.23,0.56,0.0,55.0,0.0
22.0,0.0,0.0,344.26,0.69,0.99,0.0,66.0,0.0
9.0,0.0,0.0,66.93,0.39,0.25,0.0,6480.0,0.0
4.0,0.0,0.0,51.26,0.18,0.48,0.0,114.0,0.0
4.0,0.0,0.0,4.08,0.57,0.76,0.0,265.0,0.0
9.0,0.0,0.0,52.02,0.07,0.93,0.0,109.0,0.0
85.0,11.0,94.91,8.97,0.87,1.0,0.39,1996959.0,1.0
8.0,0.0,0.0,1.7,0.54,0.75,0.31,9829.0,0.0
50.0,9.0,72.91,18.73,0.98,1.0,0.01,418524.0,1.0
0.0,1.0,15.0,1.98,1.0,0.7,0.01,127.0,0.0
4.0,0.0,0.0,0.23,0.97,1.0,0.77,325.0,0.0
0.0,1.0,40.0,5.27,0.44,0.92,0.0,143.0,0.0
0.0,1.0,34.0,2.01,0.43,1.0,0.0,133.0,0.0
0.0,1.0,43.0,2.64,0.67,0.99,0.0,69.0,0.0
0.0,1.0,21.95,1.8,0.29,0.73,0.22,383.0,0.0
4.0,0.0,0.0,5.0,0.33,1.0,0.58,3692.0,0.0
4.0,0.0,0.0,4.73,0.95,0.97,0.0,173.0,0.0
6.0,0.0,0.0,11.52,0.49,1.0,0.0,180.0,0.0
98.0,0.0,0.0,775.06,0.21,0.99,0.0,279.0,0.0
8.0,0.0,0.0,110.52,0.38,0.59,0.0,4320.0,0.0
0.0,1.0,9.0,2.48,0.7,0.95,0.09,12225.0,0.0
0.0,1.0,9.99,0.91,0.5,1.0,0.28,99.0,0.0
0.0,1.0,9.0,2.42,0.72,0.62,0.26,124.0,0.0
0.0,1.0,42.96,2.65,0.82,0.99,0.01,117.0,0.0
4.0,0.0,0.0,102.67,0.64,0.59,0.0,64.0,0.0
6.0,0.0,0.0,242.21,0.8,1.0,0.0,163.0,0.0
0.0,1.0,25.0,3.66,0.53,0.71,0.0,58.0,0.0
0.0,1.0,22.0,1.21,0.19,0.84,0.32,1912.0,0.0
1.0,1.0,7.99,1.89,0.61,0.59,0.25,53036252.0,0.0
0.0,2.0,32.0,2.96,0.43,0.91,0.35,168.0,0.0
4.0,0.0,0.0,3.73,0.81,0.92,0.0,63.0,0.0
0.0,1.0,9.0,3.0,0.55,0.37,0.0,108.0,0.0
4.0,0.0,0.0,13.51,0.67,0.68,0.0,345.0,0.0
6.0,0.0,0.0,6.46,0.91,0.99,0.0,69.0,0.0
0.0,1.0,33.0,3.13,0.62,0.67,0.01,158.0,0.0
0.0,1.0,38.0,2.38,0.49,0.98,0.0,78.0,0.0
4.0,0.0,0.0,1.72,0.74,0.63,0.19,6010.0,0.0
0.0,1.0,33.0,0.81,0.97,0.31,0.6,211.0,0.0
