discordants,split_reads,circle_score,mean_cov,cov_incr_start,cov_incr_end,con_continuity,len_coords,target
12.0,0.0,0.0,335.08,0.91,0.88,0.0,110.0,0.0
4.0,0.0,0.0,8.09,0.56,0.58,0.0,44.0,0.0
3.0,0.0,0.0,7.97,0.56,0.88,0.0,146.0,0.0
7.0,0.0,0.0,95.47,0.8,0.93,0.0,253.0,0.0
0.0,1.0,32.0,2.08,0.37,0.97,0.0,48.0,0.0
0.0,1.0,40.0,2.44,0.69,0.85,0.0,149.0,0.0
6.0,0.0,0.0,2.69,0.34,0.88,0.03,224.0,0.0
4.0,0.0,0.0,1.82,0.99,1.0,0.0,105.0,0.0
0.0,1.0,25.0,2.63,0.33,0.99,0.0,76.0,0.0
4.0,0.0,0.0,0.39,0.66,1.0,0.73,488.0,0.0
0.0,2.0,15.98,1.78,1.0,0.96,0.11,103.0,0.0
0.0,1.0,20.98,4.4,0.3,0.66,0.0,58.0,0.0
4.0,0.0,0.0,1.66,0.44,1.0,0.08,110.0,0.0
0.0,2.0,68.0,1.46,0.97,0.94,0.76,381.0,0.0
4.0,0.0,0.0,2.37,0.84,1.0,0.0,109.0,0.0
0.0,1.0,36.0,7.32,0.53,0.66,0.0,74.0,0.0
0.0,2.0,17.98,1.29,0.17,0.89,0.39,34891593.0,0.0
48.0,0.0,0.0,913.63,0.93,0.78,0.0,97.0,0.0
0.0,1.0,24.0,1.88,0.37,1.0,0.21,95335.0,0.0
0.0,1.0,8.0,3.03,0.64,0.58,0.3,144.0,0.0
0.0,1.0,30.0,0.87,0.37,0.39,0.47,9132959.0,0.0
0.0,1.0,16.0,1.71,0.26,0.93,0.18,116.0,0.0
6.0,0.0,0.0,2.36,0.1,0.1,0.09,56.0,0.0
4.0,0.0,0.0,3.75,0.61,0.81,0.0,224.0,0.0
0.0,1.0,28.0,1.78,0.4,1.0,0.19,994.0,0.0
0.0,1.0,27.0,2.56,0.49,0.65,0.0,54.0,0.0
8.0,0.0,0.0,75.96,0.76,0.73,0.0,165.0,0.0
0.0,2.0,54.0,5.73,0.55,0.79,0.0,112.0,0.0
0.0,2.0,17.99,2.74,0.52,0.66,0.0,62.0,0.0
4.0,0.0,0.0,0.75,0.25,0.82,0.58,306.0,0.0
4.0,0.0,0.0,0.76,0.75,1.0,0.48,499.0,0.0
0.0,1.0,9.0,2.48,0.43,0.79,0.01,426.0,0.0
0.0,1.0,34.0,2.38,0.99,0.51,0.0,90.0,0.0
4.0,0.0,0.0,0.97,0.24,0.72,0.47,342.0,0.0
4.0,0.0,0.0,3.36,1.0,1.0,0.0,118.0,0.0
3.0,0.0,0.0,40.92,0.22,0.29,0.0,86.0,0.0
0.0,1.0,26.0,2.93,0.87,0.54,0.0,68.0,0.0
0.0,2.0,25.94,0.95,0.19,1.0,0.05,20.0,0.0
4.0,0.0,0.0,1.55,0.53,0.28,0.68,386.0,0.0
30.0,0.0,0.0,227.14,0.74,0.87,0.0,43.0,0.0
3.0,0.0,0.0,5.88,0.2,0.78,0.0,94.0,0.0
13.0,0.0,0.0,305.22,0.99,0.99,0.0,209.0,0.0
4.0,0.0,0.0,1.11,0.99,0.93,0.38,46944.0,0.0
0.0,1.0,20.0,0.83,1.0,0.79,0.48,17838208.0,0.0
4.0,0.0,0.0,0.61,0.99,1.0,0.39,324.0,0.0
3.0,0.0,0.0,126.24,0.97,0.99,0.0,130.0,0.0
1.0,4.0,87.96,65.59,0.92,0.21,0.0,628.0,0.0
8.0,0.0,0.0,4.36,0.2,0.69,0.18,1160.0,0.0
4.0,0.0,0.0,0.75,0.33,0.78,0.47,749.0,0.0
0.0,1.0,8.0,2.52,0.67,0.85,0.0,141.0,0.0
6.0,0.0,0.0,7.11,0.3,0.3,0.0,45.0,0.0
0.0,1.0,41.0,2.56,0.57,0.85,0.0,221.0,0.0
4.0,0.0,0.0,0.94,0.67,1.0,0.27,308.0,0.0
4.0,0.0,0.0,7.68,0.49,0.96,0.0,139.0,0.0
0.0,1.0,22.95,1.87,0.31,1.0,0.0,136.0,0.0
0.0,1.0,26.0,9.02,0.2,0.54,0.0,123.0,0.0
0.0,1.0,8.0,2.86,0.34,0.41,0.05,80.0,0.0
4.0,0.0,0.0,6.65,0.55,0.66,0.0,65.0,0.0
0.0,1.0,22.0,4.14,0.95,0.8,0.08,93.0,0.0
0.0,1.0,32.0,6.8,0.61,0.68,0.0,76.0,0.0
4.0,0.0,0.0,32.05,0.3,0.68,0.0,64.0,0.0
16.0,0.0,0.0,97.13,0.13,0.61,0.0,78.0,0.0
0.0,1.0,39.0,10.63,0.61,0.86,0.0,70.0,0.0
2.0,1.0,9.0,6.58,0.71,0.72,0.0,76.0,0.0
61.0,0.0,0.0,20.36,0.55,1.0,0.03,57533.0,0.0
0.0,1.0,25.0,0.99,0.14,0.64,0.44,51498562.0,0.0
4.0,0.0,0.0,8.32,0.62,0.67,0.0,176.0,0.0
0.0,1.0,44.0,1.08,0.43,0.71,0.45,6155.0,0.0
0.0,1.0,37.0,0.96,0.6,0.69,0.73,420.0,0.0
0.0,4.0,100.0,2.42,0.53,1.0,0.1,418.0,0.0
0.0,1.0,7.99,1.64,1.0,1.0,0.1,50.0,0.0
10.0,0.0,0.0,224.9,0.97,0.99,0.0,129.0,0.0
4.0,0.0,0.0,2.0,0.37,0.99,0.02,124.0,0.0
0.0,1.0,46.0,0.88,0.39,0.7,0.57,277.0,0.0
9.0,0.0,0.0,73.27,0.41,0.79,0.0,451.0,0.0
0.0,1.0,47.0,0.77,0.99,0.51,0.32,292.0,0.0
19.0,0.0,0.0,584.97,0.96,0.98,0.0,92.0,0.0
0.0,1.0,24.0,2.85,0.61,1.0,0.05,211.0,0.0
0.0,2.0,50.0,11.74,0.49,0.55,0.0,78.0,0.0
0.0,1.0,21.0,7.76,0.57,0.85,0.0,46.0,0.0
0.0,1.0,19.0,0.78,0.4,1.0,0.47,409.0,0.0
12.0,0.0,0.0,60.02,0.17,0.84,0.0,1051.0,0.0
0.0,1.0,18.0,1.18,0.38,1.0,0.42,414.0,0.0
2.0,1.0,8.0,3.23,0.98,1.0,0.14,1546.0,0.0
0.0,1.0,19.98,0.99,0.3,0.94,0.44,17396104.0,0.0
0.0,1.0,8.0,2.13,0.54,0.62,0.0,61.0,0.0
0.0,1.0,19.0,0.98,0.22,1.0,0.44,9037512.0,0.0
0.0,1.0,20.0,3.05,0.43,0.47,0.0,77.0,0.0
107.0,0.0,0.0,3340.49,0.94,0.76,0.0,74.0,0.0
0.0,1.0,22.0,0.44,0.97,1.0,0.78,389.0,0.0
4.0,0.0,0.0,196.68,0.73,1.0,0.0,101.0,0.0
4.0,0.0,0.0,1.18,0.74,0.99,0.02,94.0,0.0
0.0,1.0,9.0,2.41,0.43,0.97,0.0,95.0,0.0
0.0,1.0,35.0,1.89,0.99,0.65,0.0,99.0,0.0
3.0,0.0,0.0,41.83,0.74,0.9,0.0,59.0,0.0
0.0,1.0,9.0,1.89,0.27,0.62,0.23,5779983.0,0.0
0.0,1.0,30.0,0.99,1.0,0.61,0.44,127030612.0,0.0
4.0,0.0,0.0,8.46,0.48,0.64,0.0,92.0,0.0
4.0,0.0,0.0,2.57,1.0,1.0,0.01,227.0,0.0
0.0,2.0,64.0,6.07,0.62,0.59,0.0,70.0,0.0
0.0,1.0,9.92,1.15,0.6,0.52,0.36,5540674.0,0.0
0.0,1.0,10.0,1.03,0.12,0.37,0.33,942.0,0.0
21.0,0.0,0.0,100.98,0.83,0.97,0.0,66.0,0.0
0.0,1.0,27.0,1.48,0.21,0.8,0.03,219.0,0.0
0.0,2.0,62.0,4.27,0.51,0.85,0.0,401.0,0.0
0.0,1.0,32.0,3.39,0.51,0.81,0.0,56.0,0.0
0.0,1.0,36.0,3.16,0.99,0.99,0.0,57.0,0.0
4.0,0.0,0.0,5.83,0.72,0.94,0.0,206.0,0.0
0.0,1.0,40.0,2.48,0.35,0.94,0.0,95.0,0.0
0.0,1.0,17.96,1.54,0.36,0.62,0.0,151.0,0.0
6.0,0.0,0.0,61.73,0.54,0.86,0.0,276.0,0.0
12.0,0.0,0.0,644.4,0.91,0.87,0.0,243.0,0.0
0.0,1.0,32.0,1.34,0.91,1.0,0.0,155.0,0.0
0.0,1.0,32.0,2.56,0.98,0.98,0.0,72.0,0.0
20.0,0.0,0.0,150.72,0.59,0.98,0.0,124.0,0.0
0.0,1.0,12.99,21.04,0.51,0.86,0.0,114.0,0.0
6.0,0.0,0.0,9.2,0.42,0.98,0.0,1077.0,0.0
0.0,1.0,7.99,3.44,0.41,0.34,0.01,286.0,0.0
0.0,1.0,25.0,1.04,0.75,0.9,0.19,109.0,0.0
4.0,0.0,0.0,0.74,0.34,1.0,0.38,247.0,0.0
4.0,0.0,0.0,0.88,0.41,0.61,0.56,328.0,0.0
12.0,0.0,0.0,11.81,0.42,0.42,0.32,1047358.0,0.0
0.0,2.0,84.0,5.16,0.93,0.81,0.0,75.0,0.0
4.0,0.0,0.0,2.97,0.38,0.84,0.0,64.0,0.0
0.0,4.0,138.0,31.51,0.82,0.97,0.0,120.0,0.0
0.0,1.0,43.0,1.57,0.25,1.0,0.5,199.0,0.0
0.0,1.0,8.99,1.8,0.75,1.0,0.05,96.0,0.0
0.0,1.0,28.0,2.62,0.36,0.35,0.0,61.0,0.0
5.0,0.0,0.0,171.15,0.98,0.99,0.0,110.0,0.0
4.0,0.0,0.0,6.23,0.54,0.74,0.0,150.0,0.0
6.0,0.0,0.0,6.33,0.51,1.0,0.0,125.0,0.0
4.0,0.0,0.0,3.71,0.76,0.99,0.0,122.0,0.0
0.0,1.0,16.0,3.6,0.35,0.93,0.0,131.0,0.0
9.0,0.0,0.0,168.39,0.65,0.74,0.0,59.0,0.0
0.0,1.0,10.0,16.95,0.51,0.21,0.0,107.0,0.0
4.0,0.0,0.0,0.36,0.97,0.92,0.75,296.0,0.0
0.0,2.0,32.0,1.73,1.0,0.73,0.16,335.0,0.0
0.0,1.0,32.83,10.48,0.62,0.77,0.0,161.0,0.0
4.0,0.0,0.0,0.71,0.95,1.0,0.53,341.0,0.0
0.0,1.0,9.0,2.73,0.42,0.63,0.07,84.0,0.0
4.0,0.0,0.0,5.79,0.34,0.52,0.0,42.0,0.0
0.0,1.0,7.99,1.04,0.2,1.0,0.34,5271.0,0.0
10.0,0.0,0.0,111.59,0.56,0.67,0.0,269.0,0.0
0.0,1.0,37.0,1.55,0.99,1.0,0.22,121.0,0.0
1.0,1.0,11.0,3.7,0.33,0.86,0.06,275.0,0.0
0.0,1.0,36.0,9.71,0.41,0.67,0.0,79.0,0.0
0.0,1.0,23.0,0.64,0.11,0.35,0.6,222.0,0.0
0.0,1.0,17.0,0.94,0.23,0.13,0.5,3952.0,0.0
4.0,0.0,0.0,1.07,0.0,0.55,0.43,38238621.0,0.0
4.0,0.0,0.0,0.34,0.43,1.0,0.66,223.0,0.0
4.0,0.0,0.0,0.69,0.26,1.0,0.46,189.0,0.0
4.0,0.0,0.0,2.47,1.0,0.92,0.0,149.0,0.0
17.0,0.0,0.0,631.58,0.88,0.81,0.0,85.0,0.0
14.0,0.0,0.0,188.99,0.18,0.88,0.0,69.0,0.0
0.0,1.0,25.0,1.26,0.29,1.0,0.31,16384.0,0.0
0.0,3.0,108.0,3.92,0.3,0.81,0.0,369.0,0.0
3.0,0.0,0.0,31.48,0.58,0.85,0.0,48.0,0.0
4.0,0.0,0.0,2.47,0.99,0.92,0.0,88.0,0.0
18.0,0.0,0.0,165.04,0.89,0.87,0.0,198.0,0.0
0.0,1.0,25.0,3.06,0.44,0.45,0.0,68.0,0.0
0.0,1.0,25.0,1.89,0.51,0.97,0.13,135.0,0.0
0.0,1.0,28.0,4.35,0.18,0.53,0.19,161.0,0.0
0.0,2.0,62.0,1.94,0.68,0.9,0.34,399.0,0.0
0.0,1.0,7.98,0.82,0.11,0.48,0.45,197.0,0.0
0.0,1.0,35.0,3.57,0.28,0.21,0.0,65.0,0.0
0.0,2.0,66.0,9.72,0.99,0.95,0.0,119.0,0.0
0.0,1.0,18.0,1.91,0.35,0.53,0.16,129.0,0.0
4.0,0.0,0.0,3.02,0.64,0.74,0.0,232.0,0.0
0.0,1.0,39.0,3.44,0.65,0.92,0.0,77.0,0.0
18.0,0.0,0.0,445.86,0.48,0.98,0.0,111.0,0.0
0.0,4.0,32.0,18.25,0.1,0.19,0.0,16.0,0.0
0.0,1.0,7.99,2.77,0.61,0.75,0.12,104.0,0.0
0.0,1.0,36.0,4.28,0.32,0.66,0.0,67.0,0.0
0.0,8.0,134.88,3.88,0.52,0.83,0.0,256.0,0.0
0.0,1.0,40.0,2.59,1.0,0.76,0.0,110.0,0.0
0.0,2.0,29.99,1.71,0.64,0.62,0.49,158654.0,0.0
0.0,1.0,58.0,1.27,0.56,0.33,0.45,119328413.0,0.0
3.0,0.0,0.0,1.03,0.76,1.0,0.67,968411.0,0.0
0.0,1.0,23.78,1.11,0.45,1.0,0.27,150.0,0.0
0.0,1.0,14.0,1.57,0.36,0.93,0.23,7079220.0,0.0
0.0,1.0,39.0,4.31,0.54,0.51,0.0,109.0,0.0
8.0,0.0,0.0,6.53,0.36,0.69,0.0,105.0,0.0
0.0,1.0,13.95,2.35,0.3,0.64,0.06,1210.0,0.0
2.0,1.0,29.0,32.34,0.35,0.0,0.0,350.0,0.0
50.0,0.0,0.0,402.42,0.37,0.61,0.0,64.0,0.0
0.0,1.0,21.0,0.86,0.48,0.43,0.53,49903406.0,0.0
4.0,0.0,0.0,45.32,0.51,0.79,0.0,183.0,0.0
6.0,0.0,0.0,13.06,0.46,0.73,0.0,170.0,0.0
15.0,0.0,0.0,43.82,0.75,0.79,0.0,379.0,0.0
10.0,0.0,0.0,46.83,0.47,0.81,0.0,60.0,0.0
6.0,0.0,0.0,76.69,0.58,0.9,0.0,77.0,0.0
0.0,1.0,43.0,2.28,0.29,0.7,0.37,134.0,0.0
0.0,10.0,88.74,62.55,0.35,0.82,0.0,359.0,0.0
0.0,1.0,27.0,1.29,0.74,0.9,0.17,1676.0,0.0
0.0,1.0,8.97,2.89,0.08,0.45,0.34,618.0,0.0
0.0,1.0,28.0,2.51,0.13,0.65,0.28,218.0,0.0
106.0,0.0,0.0,1951.34,0.93,0.74,0.0,109.0,0.0
34.0,0.0,0.0,511.91,0.49,0.91,0.0,221.0,0.0
4.0,0.0,0.0,9.78,0.46,0.73,0.0,171.0,0.0
0.0,1.0,8.0,3.14,0.69,0.8,0.04,98.0,0.0
0.0,1.0,13.0,2.38,0.47,0.97,0.06,799.0,0.0
0.0,1.0,27.0,2.63,0.87,0.99,0.0,63.0,0.0
4.0,0.0,0.0,34.35,0.78,0.96,0.0,85.0,0.0
0.0,1.0,22.0,4.57,0.62,0.6,0.0,76.0,0.0
0.0,1.0,87.0,1.92,0.73,1.0,0.06,371.0,0.0
12.0,0.0,0.0,145.74,0.88,0.98,0.0,96.0,0.0
0.0,1.0,8.96,9.69,0.39,0.38,0.0,130.0,0.0
26.0,6.0,48.0,22.63,1.0,1.0,0.01,418525.0,0.0
0.0,1.0,28.0,4.15,0.81,0.79,0.0,80.0,0.0
4.0,0.0,0.0,135.38,0.9,0.96,0.0,107.0,0.0
0.0,1.0,38.0,1.0,0.42,1.0,0.67,120760925.0,0.0
0.0,1.0,36.0,2.87,0.67,0.62,0.0,117.0,0.0
0.0,1.0,12.95,1.22,0.15,0.76,0.36,7420174.0,0.0
0.0,1.0,9.0,16.91,0.46,0.98,0.13,397.0,0.0
15.0,0.0,0.0,414.85,0.8,0.59,0.0,201.0,0.0
0.0,1.0,18.0,0.86,0.1,1.0,0.47,413.0,0.0
0.0,1.0,8.95,15.59,0.24,0.29,0.0,114.0,0.0
4.0,0.0,0.0,0.64,0.57,0.85,0.56,435.0,0.0
0.0,1.0,31.0,4.96,0.54,0.63,0.0,68.0,0.0
6.0,0.0,0.0,27.45,0.29,0.91,0.0,116.0,0.0
4.0,0.0,0.0,0.53,0.48,0.96,0.63,264.0,0.0
0.0,1.0,47.76,3.86,0.99,0.62,0.0,158.0,0.0
6.0,0.0,0.0,13.69,0.53,0.93,0.0,121.0,0.0
8.0,0.0,0.0,248.34,1.0,0.91,0.0,133.0,0.0
0.0,1.0,38.0,5.31,0.52,0.37,0.0,88.0,0.0
0.0,1.0,54.0,5.13,0.38,0.41,0.0,39.0,0.0
0.0,1.0,8.99,2.2,0.39,1.0,0.0,157.0,0.0
4.0,0.0,0.0,0.53,0.2,1.0,0.47,138.0,0.0
111.0,4.0,32.0,15.3,1.0,1.0,0.01,418525.0,0.0
0.0,1.0,9.0,1.14,0.47,0.47,0.42,2413.0,0.0
4.0,0.0,0.0,0.53,0.25,0.5,0.47,186.0,0.0
5.0,0.0,0.0,1183.78,0.98,0.97,0.0,171.0,0.0
0.0,1.0,48.0,14.56,0.43,0.5,0.0,34.0,0.0
0.0,1.0,44.0,9.16,0.64,0.93,0.0,45.0,0.0
0.0,1.0,25.0,1.25,0.11,0.42,0.45,170835196.0,0.0
4.0,0.0,0.0,0.84,0.34,1.0,0.32,472.0,0.0
0.0,1.0,35.0,2.93,0.57,0.76,0.0,85.0,0.0
0.0,1.0,19.96,8.01,0.31,0.27,0.0,82.0,0.0
4.0,0.0,0.0,4.14,0.84,0.91,0.01,184.0,0.0
3.0,0.0,0.0,5.93,0.6,0.6,0.0,43.0,0.0
35.0,0.0,0.0,831.42,0.87,0.93,0.0,150.0,0.0
4.0,0.0,0.0,9.63,0.41,0.79,0.0,121.0,0.0
4.0,0.0,0.0,3.31,0.41,0.77,0.0,265.0,0.0
6.0,1.0,8.0,104.36,0.62,0.44,0.0,399.0,0.0
4.0,0.0,0.0,1.21,0.36,0.36,0.28,141.0,0.0
0.0,4.0,163.0,34.38,0.98,0.85,0.0,340.0,0.0
8.0,0.0,0.0,172.98,0.97,0.88,0.0,190.0,0.0
0.0,1.0,9.0,6.02,0.38,0.97,0.0,208.0,0.0
4.0,0.0,0.0,10.9,0.39,0.89,0.0,110.0,0.0
0.0,1.0,20.85,9.95,0.47,0.61,0.0,58.0,0.0
0.0,1.0,25.0,3.19,0.47,0.74,0.0,57.0,0.0
0.0,1.0,26.86,2.74,0.57,0.77,0.08,112.0,0.0
4.0,0.0,0.0,11.45,0.99,0.74,0.0,136.0,0.0
3.0,0.0,0.0,41.58,0.37,0.4,0.0,257.0,0.0
0.0,1.0,26.0,1.04,0.29,0.62,0.43,37585219.0,0.0
0.0,1.0,10.0,1.87,0.38,0.57,0.01,86.0,0.0
0.0,1.0,8.0,1.84,0.42,0.91,0.29,374.0,0.0
0.0,1.0,20.0,1.75,0.31,0.7,0.04,73.0,0.0
0.0,1.0,48.0,3.66,0.31,0.67,0.0,118.0,0.0
0.0,1.0,46.0,4.49,0.63,0.57,0.0,132.0,0.0
4.0,0.0,0.0,1.1,0.51,1.0,0.26,102.0,0.0
0.0,1.0,14.96,1.84,0.54,0.76,0.22,22800947.0,0.0
6.0,0.0,0.0,337.56,0.96,1.0,0.0,111.0,0.0
112.0,0.0,0.0,129.47,0.51,0.94,0.02,2217.0,0.0
8.0,0.0,0.0,15.62,0.71,0.86,0.0,114.0,0.0
3.0,0.0,0.0,26.62,0.92,0.93,0.0,73.0,0.0
6.0,0.0,0.0,27.77,0.68,0.69,0.0,56.0,0.0
0.0,1.0,23.0,16.43,0.4,0.83,0.0,280.0,0.0
0.0,1.0,25.0,3.31,0.54,0.14,0.11,196.0,0.0
0.0,1.0,25.0,5.6,0.62,0.96,0.0,80.0,0.0
4.0,0.0,0.0,0.31,0.97,1.0,0.69,241.0,0.0
0.0,1.0,9.0,1.07,0.38,0.4,0.38,201.0,0.0
4.0,0.0,0.0,18.01,0.92,0.88,0.0,131.0,0.0
3.0,0.0,0.0,2.99,0.66,1.0,0.0,158.0,0.0
4.0,0.0,0.0,1.26,0.27,1.0,0.21,208.0,0.0
8.0,0.0,0.0,4.65,0.86,0.95,0.0,108.0,0.0
4.0,0.0,0.0,19.59,0.36,0.51,0.0,56.0,0.0
0.0,1.0,32.0,2.64,0.42,0.64,0.0,64.0,0.0
0.0,1.0,13.0,0.93,1.0,0.3,0.59,130828287.0,0.0
4.0,0.0,0.0,1.27,0.54,0.81,0.38,2046.0,0.0
4.0,0.0,0.0,6.39,0.57,0.75,0.0,113.0,0.0
3.0,0.0,0.0,4.54,0.55,1.0,0.0,101.0,0.0
6.0,0.0,0.0,6.63,0.72,0.92,0.0,167.0,0.0
15.0,0.0,0.0,521.85,0.72,0.98,0.0,136.0,0.0
0.0,1.0,26.0,1.02,0.34,0.4,0.43,53206402.0,0.0
0.0,1.0,8.0,1.8,0.47,1.0,0.05,82.0,0.0
0.0,2.0,21.99,19.97,0.49,0.57,0.0,64.0,0.0
0.0,1.0,29.0,1.52,1.0,0.49,0.34,92396829.0,0.0
4.0,0.0,0.0,12.27,0.22,0.34,0.0,109.0,0.0
6.0,0.0,0.0,6.75,0.47,0.9,0.0,192.0,0.0
0.0,1.0,8.0,2.07,0.42,0.57,0.06,160.0,0.0
0.0,1.0,19.0,4.53,0.56,0.74,0.0,94.0,0.0
0.0,1.0,16.0,2.21,0.33,0.93,0.08,126.0,0.0
3.0,0.0,0.0,29.47,0.95,0.51,0.0,233.0,0.0
4.0,0.0,0.0,26.83,0.34,0.34,0.0,293.0,0.0
0.0,1.0,33.0,4.69,0.25,0.48,0.0,32.0,0.0
0.0,1.0,17.0,0.92,1.0,0.45,0.51,14907408.0,0.0
0.0,1.0,16.0,0.63,0.16,1.0,0.63,34305105.0,0.0
0.0,1.0,14.0,1.09,0.71,0.56,0.41,160065023.0,0.0
3.0,0.0,0.0,1.87,0.16,0.33,0.24,40725067.0,0.0
176.0,8.0,64.0,25.6,0.99,1.0,0.01,418525.0,0.0
4.0,0.0,0.0,4.88,0.53,0.67,0.0,132.0,0.0
7.0,0.0,0.0,100.05,0.82,0.92,0.0,248.0,0.0
0.0,1.0,36.0,4.44,0.31,0.66,0.0,68.0,0.0
8.0,0.0,0.0,29.36,0.63,0.74,0.0,100.0,0.0
0.0,1.0,31.9,3.22,0.66,0.89,0.07,255.0,0.0
0.0,1.0,40.0,1.42,0.55,0.68,0.35,1358.0,0.0
0.0,1.0,16.84,4.0,0.24,0.24,0.0,26.0,0.0
0.0,1.0,22.0,1.11,0.38,1.0,0.4,88735874.0,0.0
3.0,0.0,0.0,10.18,0.82,0.92,0.0,237.0,0.0
4.0,0.0,0.0,7.94,0.89,1.0,0.02,100.0,0.0
0.0,1.0,28.0,0.74,0.08,0.53,0.42,125.0,0.0
0.0,1.0,28.0,4.22,0.26,0.3,0.0,72.0,0.0
0.0,1.0,8.0,2.75,0.17,0.15,0.04,114.0,0.0
0.0,1.0,9.96,1.01,0.57,1.0,0.62,404.0,0.0
1.0,1.0,8.0,0.31,0.99,0.93,0.91,11826080.0,0.0
0.0,2.0,15.99,0.79,0.32,1.0,0.44,603.0,0.0
0.0,1.0,9.0,0.54,0.52,0.73,0.58,1778361.0,0.0
0.0,1.0,38.0,2.76,0.36,0.34,0.0,85.0,0.0
3.0,0.0,0.0,52.5,0.72,0.93,0.0,126.0,0.0
12.0,0.0,0.0,400.54,0.86,1.0,0.0,134.0,0.0
3.0,0.0,0.0,13.17,0.89,0.83,0.0,106.0,0.0
4.0,0.0,0.0,2.29,0.66,0.99,0.0,65.0,0.0
4.0,0.0,0.0,15.85,0.8,0.77,0.0,97.0,0.0
132.0,4.0,32.0,20.31,1.0,1.0,0.01,418524.0,0.0
0.0,1.0,22.0,1.24,0.67,0.32,0.36,16138327.0,0.0
0.0,1.0,29.0,1.84,0.36,0.64,0.22,15517405.0,0.0
0.0,1.0,27.0,1.17,0.3,0.18,0.39,109226490.0,0.0
0.0,1.0,9.0,3.06,0.36,0.87,0.44,94.0,0.0
0.0,2.0,62.0,3.08,0.24,0.86,0.13,164.0,0.0
0.0,1.0,43.0,1.92,0.43,0.69,0.18,142.0,0.0
4.0,0.0,0.0,7.17,0.91,1.0,0.0,154.0,0.0
0.0,1.0,21.0,1.74,0.35,0.62,0.27,18469615.0,0.0
0.0,1.0,8.99,1.18,0.48,0.44,0.38,93968984.0,0.0
5.0,0.0,0.0,57.69,0.61,0.93,0.0,68.0,0.0
3.0,0.0,0.0,1.37,0.29,0.64,0.2,340.0,0.0
2.0,6.0,265.89,11.73,0.99,0.9,0.32,147.0,1.0
0.0,1.0,8.97,1.63,0.44,0.95,0.18,111.0,0.0
6.0,0.0,0.0,138.07,0.51,0.86,0.0,55.0,0.0
7.0,0.0,0.0,53.67,0.75,0.58,0.0,89.0,0.0
5.0,0.0,0.0,8.19,0.71,0.88,0.05,158.0,0.0
0.0,1.0,9.0,2.49,0.24,0.31,0.1,41.0,0.0
0.0,1.0,9.0,6.8,0.56,0.78,0.22,341.0,0.0
0.0,1.0,25.0,1.83,0.59,0.36,0.3,745.0,0.0
0.0,1.0,24.0,2.25,0.99,0.76,0.0,99.0,0.0
0.0,2.0,121.76,4.02,0.29,0.63,0.0,129.0,0.0
0.0,1.0,22.0,4.11,0.66,0.84,0.0,54.0,0.0
0.0,1.0,13.0,0.79,0.47,0.61,0.47,14664.0,0.0
3.0,0.0,0.0,9.92,0.63,1.0,0.0,109.0,0.0
0.0,1.0,22.0,1.65,0.2,0.86,0.37,167.0,0.0
0.0,1.0,8.0,1.75,0.55,0.41,0.23,73914182.0,0.0
4.0,0.0,0.0,3.56,0.7,0.8,0.0,180.0,0.0
0.0,1.0,21.0,2.14,0.3,0.35,0.39,189.0,0.0
4.0,0.0,0.0,41.67,0.59,0.73,0.0,73.0,0.0
272.0,0.0,0.0,1119.41,0.57,0.64,0.0,145.0,0.0
0.0,3.0,23.79,14.78,0.06,0.06,0.0,23.0,0.0
0.0,1.0,28.0,1.58,0.26,0.72,0.24,150.0,0.0
4.0,0.0,0.0,1.65,0.42,0.88,0.04,454.0,0.0
6.0,0.0,0.0,4.02,0.35,0.48,0.0,336.0,0.0
0.0,2.0,101.8,4.63,0.29,0.82,0.0,52.0,0.0
0.0,1.0,20.0,2.04,0.58,1.0,0.1,132.0,0.0
0.0,1.0,7.99,3.86,0.53,0.61,0.09,64.0,0.0
20.0,0.0,0.0,480.58,0.97,1.0,0.0,194.0,0.0
0.0,1.0,37.0,1.86,0.4,0.89,0.17,150.0,0.0
0.0,1.0,32.0,2.31,0.46,0.38,0.0,72.0,0.0
0.0,1.0,31.0,2.86,0.36,0.81,0.0,74.0,0.0
4.0,0.0,0.0,5.18,0.6,0.91,0.0,129.0,0.0
0.0,1.0,20.0,3.0,0.26,0.3,0.0,28.0,0.0
0.0,1.0,25.0,3.56,0.52,0.44,0.0,116.0,0.0
0.0,1.0,14.0,3.49,0.47,0.76,0.12,86.0,0.0
29.0,0.0,0.0,226.33,0.84,0.93,0.0,192.0,0.0
6.0,0.0,0.0,7.38,0.63,0.95,0.0,211.0,0.0
6.0,0.0,0.0,15.36,1.0,0.96,0.07,2962.0,0.0
0.0,1.0,29.0,3.55,0.57,0.59,0.01,276.0,0.0
0.0,1.0,40.0,2.89,0.74,0.91,0.0,101.0,0.0
0.0,1.0,22.0,2.0,0.26,0.31,0.0,27.0,0.0
4.0,0.0,0.0,0.46,0.71,0.67,0.59,357.0,0.0
3.0,0.0,0.0,10.2,0.19,0.8,0.0,216.0,0.0
3.0,0.0,0.0,14.28,0.44,1.0,0.06,231.0,0.0
4.0,0.0,0.0,10.41,0.9,0.98,0.0,145.0,0.0
0.0,1.0,16.0,1.14,0.37,0.26,0.34,35519.0,0.0
0.0,1.0,7.98,17.77,0.14,0.19,0.0,26.0,0.0
4.0,0.0,0.0,5.76,0.28,0.59,0.0,58.0,0.0
3.0,0.0,0.0,3.56,0.65,0.79,0.0,61.0,0.0
